,itemId,count,popClass
2369,8541,143,1
980,3542,143,1
621,2269,142,1
972,3521,142,1
4240,15183,142,1
1755,6254,141,1
3291,11740,141,1
4288,15336,141,1
3130,11176,141,1
3040,10860,140,1
2976,10633,140,1
2160,7728,140,1
4633,16616,140,1
798,2944,140,1
990,3573,139,1
2873,10278,138,1
1560,5663,138,1
4463,16033,138,1
2216,7952,137,1
3826,13702,137,1
4830,17397,135,1
152,517,135,1
4038,14431,135,1
1693,6072,135,1
2078,7436,135,1
2363,8511,135,1
198,677,134,1
3221,11526,134,1
4903,17628,134,1
3946,14135,134,1
4140,14820,133,1
3708,13326,133,1
1137,4069,131,1
503,1816,131,1
3562,12810,131,1
14,46,131,1
44,138,131,1
2607,9350,130,1
2433,8752,130,1
288,1001,130,1
649,2423,130,1
3690,13270,130,1
75,248,129,1
57,171,129,1
4423,15876,129,1
1728,6180,129,1
686,2551,128,1
1258,4557,127,1
3541,12721,127,1
157,534,127,1
2807,10038,126,1
4933,17730,126,1
3875,13886,126,1
842,3093,126,1
540,1947,125,1
83,268,125,1
4823,17341,125,1
308,1075,125,1
388,1409,125,1
3551,12758,125,1
3903,13973,124,1
3531,12679,124,1
194,652,124,1
2103,7533,123,1
1822,6498,123,1
1516,5488,123,1
3656,13123,123,1
4097,14653,123,1
1884,6729,123,1
4836,17411,123,1
1965,7034,122,1
1402,5076,122,1
443,1602,121,1
1781,6357,121,1
4114,14727,121,1
1265,4591,121,1
4152,14865,121,1
4377,15699,121,1
4699,16860,121,1
1316,4777,121,1
2956,10568,121,1
3855,13824,121,1
4049,14473,120,1
1719,6145,120,1
1239,4508,120,1
4002,14335,120,1
3065,10935,120,1
3673,13177,119,1
386,1399,119,1
2876,10293,119,1
3504,12562,119,1
3383,12110,118,1
2722,9731,118,1
1135,4060,118,1
1845,6587,118,1
599,2199,118,1
2286,8215,116,1
738,2711,116,1
1287,4671,116,1
2737,9780,115,1
3092,11050,115,1
996,3593,115,1
4575,16418,115,1
1784,6374,115,1
2662,9545,114,1
2632,9440,114,1
4308,15404,114,1
611,2235,114,1
724,2662,114,1
332,1151,113,1
3348,11977,113,1
2364,8518,113,1
3145,11226,113,1
3021,10786,113,1
1279,4636,112,1
778,2873,112,1
2808,10041,112,1
4052,14483,112,1
1457,5254,112,1
4363,15634,112,1
517,1866,112,1
3984,14259,112,1
2851,10198,112,1
4410,15814,112,1
2254,8098,111,1
3546,12739,111,1
3203,11435,111,1
2878,10300,110,1
596,2189,110,1
2787,9966,110,1
4406,15802,110,1
420,1521,110,1
1284,4663,109,1
3187,11384,109,1
1565,5672,109,1
4822,17338,109,1
1412,5105,109,1
4761,17079,108,1
2179,7809,108,1
497,1795,108,1
3619,12988,107,1
2671,9582,107,1
4719,16937,107,1
495,1788,106,1
2469,8877,106,1
1724,6161,106,1
3361,12032,105,1
3474,12459,105,1
4202,15039,105,1
640,2375,105,1
4006,14351,105,1
3478,12478,105,1
80,262,104,1
1477,5342,104,1
4798,17229,104,1
258,883,104,1
991,3581,103,1
3343,11965,103,1
924,3369,103,1
2109,7547,103,1
1150,4136,102,1
1085,3887,102,1
156,533,101,1
4320,15447,101,1
2144,7673,101,1
840,3086,101,1
4608,16548,101,1
423,1528,100,1
3071,10962,100,1
3241,11590,100,1
2177,7807,100,1
2991,10680,100,1
4174,14936,100,1
1986,7117,99,1
4711,16908,99,1
1912,6846,99,1
4192,15010,99,1
1061,3816,99,1
2314,8336,98,1
1885,6731,98,1
1776,6334,98,1
3166,11292,98,1
605,2217,98,1
3967,14214,98,1
3458,12397,98,1
3298,11765,97,1
989,3567,97,1
2408,8678,97,1
2757,9862,97,1
1047,3777,97,1
966,3505,97,1
2155,7704,96,1
1850,6602,96,1
4333,15511,96,1
2279,8191,95,1
736,2701,95,1
4905,17631,95,1
4184,14983,95,1
2011,7209,94,1
1678,6018,94,1
1741,6220,94,1
191,638,94,1
3700,13301,94,1
2025,7257,94,1
1613,5812,94,1
3107,11101,94,1
2932,10486,93,1
4443,15949,93,1
597,2195,93,1
1958,7024,93,1
3905,13979,93,1
70,213,93,1
2360,8497,93,1
678,2525,93,1
462,1666,93,1
3497,12540,92,1
3705,13317,92,1
4198,15031,92,1
4626,16607,92,1
1082,3880,92,1
863,3170,92,1
2460,8848,92,1
4450,15985,92,1
1538,5583,91,1
1380,5005,91,1
170,569,91,1
1743,6222,91,1
1335,4865,91,1
2299,8280,90,1
1548,5629,90,1
3423,12260,90,1
4143,14828,90,1
59,181,90,1
2804,10032,90,1
3506,12578,90,1
2709,9705,89,1
2906,10407,89,1
803,2974,89,1
1298,4709,89,1
421,1525,89,1
2500,8987,89,1
1674,6005,89,1
1138,4072,89,1
1796,6416,89,1
2100,7524,88,1
2513,9028,88,1
2831,10125,88,1
498,1800,88,1
3759,13500,88,1
3388,12124,87,1
496,1794,87,1
4844,17434,87,1
998,3599,87,1
2197,7890,87,1
1859,6635,86,1
4902,17624,86,1
68,209,86,1
3519,12626,86,1
4282,15315,86,1
104,345,86,1
1288,4680,86,1
346,1221,86,1
2528,9092,85,1
3373,12072,85,1
4531,16264,85,1
4199,15033,85,1
2714,9717,85,1
1786,6378,85,1
214,749,85,1
3849,13806,85,1
4075,14579,85,1
268,942,85,1
3249,11614,85,1
3160,11276,84,1
4744,17026,84,1
4231,15154,84,1
1346,4886,84,1
3766,13523,84,1
2622,9396,84,1
334,1160,84,1
3347,11975,84,1
1584,5731,83,1
565,2051,83,1
245,840,83,1
992,3583,83,1
3931,14086,83,1
4386,15750,83,1
2797,10004,83,1
1059,3810,83,1
3537,12714,83,1
3308,11822,83,1
2661,9540,83,1
2548,9150,83,1
1928,6912,82,1
4045,14463,82,1
1835,6545,82,1
3451,12381,82,1
1177,4237,82,1
2774,9927,82,1
1853,6612,81,1
1016,3672,81,1
2773,9926,81,1
4241,15186,81,1
4022,14381,81,1
908,3321,81,1
3593,12919,81,1
1275,4630,81,1
2395,8623,81,1
110,362,81,1
4614,16564,80,1
1232,4485,80,1
1733,6193,80,1
2578,9231,80,1
236,822,80,1
1468,5308,79,1
2524,9072,79,1
4807,17280,79,1
4636,16637,78,1
4555,16362,78,1
827,3043,78,1
1110,3975,78,1
4827,17379,78,1
4525,16237,78,1
3559,12804,78,1
2351,8469,77,1
3780,13572,77,1
324,1126,77,1
642,2394,77,1
1861,6640,77,1
4563,16387,77,1
86,281,76,1
3498,12542,76,1
4023,14383,76,1
3049,10881,76,1
4316,15437,76,1
3085,11029,76,1
581,2113,76,1
896,3268,76,1
4644,16676,76,1
2924,10460,75,1
3701,13311,75,1
4925,17693,75,1
3223,11531,75,1
3510,12596,75,1
341,1201,75,1
460,1660,75,1
36,104,75,1
2629,9418,75,1
3611,12958,75,1
4502,16143,74,1
1554,5647,74,1
3571,12837,74,1
1410,5097,74,1
1028,3710,74,1
1934,6935,74,1
2786,9964,73,1
1008,3640,73,1
4736,17010,73,1
3696,13288,73,1
1510,5468,73,1
16,57,72,1
4751,17050,72,1
3958,14188,72,1
3313,11843,72,1
2219,7960,72,1
3274,11690,72,1
3224,11533,72,1
1281,4644,72,1
658,2448,72,1
932,3398,72,1
843,3095,72,1
2447,8801,71,1
3737,13417,71,1
3805,13644,71,1
3528,12660,71,1
3511,12598,71,1
2824,10103,71,1
3216,11503,71,1
284,990,71,1
3998,14315,71,1
1113,3990,71,1
4586,16463,70,1
240,832,70,1
2425,8719,70,1
4802,17264,70,1
2044,7322,70,1
2036,7289,70,1
3910,14003,70,1
987,3565,70,1
2849,10185,70,1
1165,4201,69,1
528,1912,69,1
1759,6264,69,1
4206,15045,69,1
2236,8037,69,1
4668,16756,69,1
2228,7993,69,1
1263,4587,68,1
4541,16293,68,1
3628,13008,68,1
4738,17014,68,1
4758,17070,68,1
4620,16593,68,1
2365,8522,68,1
4693,16834,68,1
4430,15913,68,1
2768,9908,67,1
4799,17230,67,1
3916,14013,67,1
2181,7812,67,1
712,2622,67,1
108,358,67,1
2672,9590,67,1
3610,12951,67,1
3097,11061,66,1
380,1363,66,1
2379,8572,66,1
2594,9294,66,1
404,1471,66,1
4913,17661,66,1
2213,7939,66,1
3414,12226,66,1
4839,17418,66,1
4303,15392,66,1
3173,11326,66,1
2061,7378,65,1
381,1373,65,1
1447,5235,65,1
280,964,65,1
233,807,65,1
4576,16419,65,1
2459,8845,65,1
2352,8470,65,1
4279,15305,65,1
2278,8190,65,1
4814,17311,65,1
4122,14754,65,1
4124,14760,64,1
2372,8549,64,1
4134,14801,64,1
3427,12274,64,1
2419,8705,64,1
502,1814,64,1
486,1759,64,1
953,3475,64,1
2948,10545,63,1
807,2988,63,1
3850,13814,63,1
4074,14578,63,1
2193,7883,63,1
64,188,63,1
2442,8781,63,1
2532,9101,63,1
4273,15289,63,1
2800,10018,63,1
2840,10157,63,1
4657,16709,63,1
3747,13441,62,1
1765,6291,62,1
3761,13506,62,1
4104,14685,62,1
4580,16444,62,1
3096,11060,62,1
721,2651,62,1
4132,14795,62,1
961,3491,62,1
4930,17716,61,1
655,2440,61,1
1300,4719,61,1
439,1589,61,1
3232,11552,61,1
2067,7393,61,1
1178,4238,61,1
2318,8344,61,1
962,3495,61,1
201,693,61,1
2143,7667,60,1
2712,9713,60,1
3674,13184,60,1
3799,13625,60,1
1947,6982,60,1
1471,5328,60,1
2127,7595,60,1
727,2668,60,1
4442,15947,60,1
1975,7074,60,1
4846,17437,60,1
2968,10609,60,1
3499,12543,60,1
43,133,60,1
2237,8041,59,1
1940,6948,59,1
4854,17469,59,1
4162,14883,59,1
1829,6529,59,1
1495,5417,59,1
3273,11688,59,1
2075,7420,59,1
4348,15570,59,1
4110,14704,59,1
4264,15267,59,1
3487,12509,58,1
2086,7462,58,1
3880,13895,58,1
2122,7572,58,1
583,2132,58,1
4783,17178,58,1
2074,7418,58,1
3293,11751,58,1
1704,6102,58,1
2992,10682,58,1
3057,10903,58,1
3084,11026,57,1
3060,10910,57,1
4817,17320,57,1
178,588,57,1
3349,11982,57,1
2751,9826,57,1
4637,16643,57,1
3195,11413,57,1
1066,3833,57,1
4393,15772,57,1
3770,13539,57,1
3292,11750,57,1
1476,5341,57,1
4593,16476,57,1
122,401,57,1
1094,3907,57,1
4831,17401,57,1
1619,5823,57,1
259,895,57,1
1645,5903,57,1
1641,5888,57,1
2575,9218,56,1
1230,4478,56,1
2397,8630,56,1
2383,8591,56,1
1501,5432,56,1
4490,16103,56,1
585,2137,56,1
901,3301,56,1
2717,9725,56,1
1248,4528,56,1
4422,15867,56,1
3190,11391,56,1
1942,6957,55,1
4125,14764,55,1
2390,8605,55,1
3921,14021,55,1
4570,16400,55,1
2987,10669,55,1
313,1087,55,1
4861,17481,55,1
3730,13370,55,1
3852,13819,55,1
523,1882,55,1
3782,13577,54,1
874,3210,54,1
2076,7426,54,1
445,1607,54,1
1700,6091,54,1
4690,16822,54,1
2859,10217,54,1
3518,12620,54,1
4041,14456,54,1
1219,4411,54,1
3573,12842,54,1
4205,15044,54,1
4179,14972,54,1
4010,14359,54,1
1029,3714,54,1
3460,12401,54,1
2221,7963,54,1
985,3559,54,1
4535,16279,54,1
2407,8675,54,1
3432,12304,53,1
3972,14226,53,1
3516,12618,53,1
4566,16393,53,1
3602,12934,53,1
3703,13313,53,1
2843,10165,53,1
909,3324,53,1
1526,5521,53,1
3215,11502,53,1
510,1834,53,1
4546,16320,53,1
63,185,53,1
2124,7584,52,1
2618,9387,52,1
512,1839,52,1
2616,9382,52,1
2043,7321,52,1
1157,4179,52,1
4275,15294,52,1
1652,5917,52,1
1437,5199,52,1
4617,16579,52,1
592,2181,52,1
3923,14040,52,1
2434,8755,52,1
4569,16397,52,1
3764,13513,52,1
1703,6098,52,1
3786,13586,52,1
3389,12126,51,1
2009,7197,51,1
3939,14115,51,1
4752,17052,51,1
4324,15475,51,1
4200,15035,51,1
3106,11092,51,1
1045,3773,51,1
4137,14810,50,1
4653,16702,50,1
789,2912,50,1
203,707,50,1
2102,7532,50,1
1485,5384,50,1
206,717,50,1
3596,12925,50,1
2806,10037,50,1
173,582,49,1
136,454,49,1
1444,5221,49,1
3576,12851,49,1
4755,17062,49,1
145,504,49,1
3820,13683,49,1
3983,14258,49,1
2832,10131,49,1
757,2778,49,1
2537,9113,49,1
880,3221,49,1
3848,13805,49,1
