,userId,is_active
344,1058039,0
345,884500,0
346,440916,1
347,2058956,1
348,1180332,1
349,1862264,1
350,1059428,0
351,1844183,1
352,2240492,0
353,27517,0
354,1685240,0
355,453625,0
356,1703086,1
357,2449279,0
358,645210,1
359,1000904,0
360,798852,0
361,664230,0
362,522942,0
363,2128251,0
364,4894,0
365,1701146,0
366,2475058,0
367,1337144,0
368,1895660,0
369,977402,0
370,1613820,0
371,1188330,0
372,385535,0
373,1934089,0
374,1527780,0
375,2052939,0
376,307516,0
377,1709219,0
378,918447,1
379,290740,0
380,961431,0
381,2396631,0
382,2098897,1
383,2552315,0
384,1818724,1
385,2159187,1
386,670245,0
387,554776,0
388,2142775,0
389,71765,0
390,2283770,0
391,2566872,0
392,1282217,0
393,769919,0
394,757996,0
395,1290669,0
396,1475176,0
397,25403,0
398,32243,0
399,2011131,0
400,1644161,0
401,2379036,0
402,848091,0
403,895445,1
404,1127341,1
405,1036535,0
406,1329886,0
407,1476635,0
408,2134072,0
409,1817069,0
410,2420900,1
411,2069308,1
412,1160253,0
413,714612,1
414,926578,0
415,2615797,1
416,2581789,1
417,2616936,0
418,458731,1
419,535380,0
420,2413413,1
421,564225,0
422,952904,1
423,1939815,0
424,2488156,0
425,1094687,1
426,326657,0
427,1480842,1
428,1335132,0
429,845926,0
430,225585,0
431,191823,0
432,1768891,0
433,881363,1
434,1825949,0
435,263031,0
436,2215319,0
437,1466362,0
438,1000774,0
439,469238,0
440,1529379,0
441,653207,0
442,1487391,0
443,1845415,0
444,855309,0
445,633278,1
446,2525813,0
447,1245270,0
448,1742222,0
449,1948647,0
450,2343183,0
451,998271,1
452,190282,0
453,2060177,0
454,468837,0
455,410884,0
456,2408261,0
457,400107,0
458,2180256,1
459,1618742,1
460,525411,0
461,2089033,1
462,1094850,0
463,2138221,0
464,2343720,0
465,2092613,0
466,954045,0
467,172507,0
468,1491590,0
469,1123886,0
470,1470700,0
471,711396,0
472,2539897,0
473,1784950,0
474,807755,0
475,1002524,0
476,768409,0
477,835847,0
478,2145399,0
479,568852,1
480,2546757,0
481,1267586,0
482,1084814,0
483,671416,0
484,901384,0
485,1045707,1
486,566515,0
487,2506672,1
488,932622,0
489,2626675,0
490,2294502,1
491,2504578,0
492,657641,0
493,1645706,1
494,1446094,0
495,996182,0
496,1776399,0
497,2002017,0
498,2393468,0
499,165195,0
500,8797,0
501,2396207,0
502,1135487,0
503,759346,1
504,177806,0
505,1828316,0
506,2542139,1
507,1138678,0
508,1891693,0
509,1466743,0
510,959509,0
511,1929508,0
512,1630543,0
513,2040005,0
514,1399925,0
515,2107067,0
516,28436,0
517,1730278,0
518,1284016,0
519,865200,1
520,2289876,0
521,2290110,1
522,905467,0
523,157539,0
524,303834,0
525,344920,1
526,2121379,0
527,1416480,0
528,455655,0
529,372722,1
530,2262834,1
531,2412183,0
532,1960102,1
533,1670560,1
534,494084,1
535,427511,0
536,1710794,0
537,2614680,0
538,1405644,0
539,1863459,0
540,2242622,0
541,2522930,1
542,157667,0
543,107863,0
544,1685314,0
545,1046467,0
546,835225,1
547,2244190,1
548,1278877,0
549,639991,0
550,1330894,0
551,2323423,0
552,1086617,0
553,2531780,1
554,1544153,0
555,1149109,0
556,788568,0
557,1492140,0
558,2547906,1
559,711922,1
560,324645,1
561,1592633,0
562,2582543,1
563,939578,1
564,1132168,0
565,14642,0
566,869294,1
567,339876,0
568,1174811,0
569,659928,0
570,2411125,0
571,2340901,0
572,2025000,1
573,2273981,0
574,469308,0
575,2384687,1
576,1390665,0
577,1424487,0
578,2540853,0
579,2304517,0
580,1006096,0
581,1207662,0
582,703268,1
583,1387099,0
584,2649067,0
585,2506228,0
586,400440,0
587,2540648,0
588,1130811,0
589,1716673,0
590,1113254,0
591,2418634,0
592,24059,0
593,169316,0
594,241715,0
595,962098,0
596,2030901,1
597,520243,0
598,2452367,0
599,676340,0
600,697780,0
601,725118,0
602,1232065,0
603,1151707,1
604,860172,0
605,2019369,0
606,2129974,0
607,1111964,0
608,118746,0
609,1933406,0
610,2153757,1
611,100126,0
612,412836,0
613,2586123,1
614,1976224,0
615,876477,0
616,882300,0
617,1578607,1
618,1272379,0
619,1334516,0
620,424300,1
621,369848,0
622,1122875,0
623,2138437,0
624,88902,1
625,2607119,1
626,416038,1
627,216716,0
628,50704,0
629,59817,1
630,1761072,0
631,71525,1
632,1086481,0
633,788067,0
634,1566243,0
635,1844894,0
636,77567,0
637,159523,0
638,2132394,0
639,1126446,0
640,1276291,1
641,1701087,1
642,1169803,1
643,1298511,0
644,2153710,0
645,1204995,0
646,2495760,0
647,294826,0
648,2403533,0
649,309711,0
650,21364,0
651,1177641,0
652,298808,1
653,287566,0
654,1755550,0
655,1577875,0
656,1484808,0
657,964825,0
658,1847333,0
659,1853235,0
660,1236087,0
661,2466682,0
662,452957,0
663,40190,0
664,1967935,0
665,2492243,0
666,436276,0
667,906574,0
668,2145441,0
669,2585918,1
670,141839,0
671,1385785,0
672,119727,0
673,99737,0
674,758002,0
675,106599,0
676,463657,0
677,887432,0
678,1231272,0
679,2639376,0
680,550134,1
681,2513483,1
682,289217,0
683,1181111,0
684,2592194,0
685,2082729,1
686,1550718,0
687,2623132,1
688,2301633,0
689,2260472,0
690,2570992,0
691,103017,1
692,690011,1
693,212859,0
694,1173887,0
695,2111057,1
696,1226496,0
697,729033,0
698,1896974,1
699,1218907,0
700,1530679,0
701,693108,0
702,1124477,1
703,953506,1
704,1091508,1
705,581848,0
706,1739329,0
707,262465,0
708,967629,1
709,1899578,0
710,580146,0
711,440750,0
712,2198016,0
713,736649,0
714,709995,0
715,1749866,0
716,827096,0
717,440978,1
718,582315,0
719,364587,0
720,338368,0
721,1483889,0
722,1668014,0
723,745466,0
724,1579602,0
725,2331642,0
726,346968,0
727,1901941,0
728,1893577,0
729,1889712,0
730,516110,0
731,2394024,0
732,1200710,0
733,2243692,0
734,1676592,1
735,315168,0
736,1686858,0
737,892694,0
738,1918750,0
739,1025283,0
740,551679,0
741,1473938,0
742,1900241,0
743,1554668,0
744,1900148,0
745,221590,0
746,1233302,0
747,1144832,0
748,2531020,0
749,1386134,1
750,2188580,0
751,2344995,0
752,1492164,0
753,1165862,0
754,1908093,0
755,488142,0
756,1003663,0
757,264300,1
758,2546763,0
759,1915990,0
760,345446,0
761,1080197,0
762,2354382,0
763,156460,0
764,1623272,0
765,487811,0
766,576444,0
767,1668888,0
768,2366381,0
769,1077945,0
770,40174,0
771,472169,0
772,2302037,1
773,1416849,0
774,2349448,0
775,893393,0
776,556126,0
777,2266811,0
778,1593189,0
779,1057444,1
780,521701,0
781,1394012,0
782,123369,0
783,49540,1
784,1063838,0
785,853099,0
786,1481424,0
787,136455,0
788,1582303,0
789,274873,1
790,373569,1
791,6504,0
792,1284980,0
793,1013375,0
794,1340867,0
795,2443034,0
796,1242854,0
797,1520201,0
798,1900373,0
799,2208906,0
800,1140044,0
801,1627061,1
802,1288427,0
803,684685,1
804,1079613,0
805,938039,1
806,931565,0
807,1850960,0
808,1429733,0
809,94987,0
810,1955374,0
811,2544270,0
812,705049,1
813,389581,0
814,874726,0
815,1759765,1
816,2216320,0
817,2244888,0
818,909252,0
819,2602083,0
820,350815,1
821,327721,0
822,140498,0
823,314044,0
824,292239,0
825,183098,1
826,83312,0
827,2302454,0
828,100254,0
829,1479868,0
830,1095420,0
831,847496,0
832,2373658,0
833,1300110,0
834,253907,0
835,674757,0
836,222885,0
837,943465,1
838,23129,0
839,2208814,0
840,1367174,0
841,2031127,0
842,1196241,0
843,1899679,0
844,1627588,0
845,488083,0
846,1743242,0
847,895732,0
848,748021,1
849,1416235,0
850,547918,0
851,1458327,1
852,1324232,1
853,1571459,0
854,622278,0
855,2125984,1
856,346760,0
857,205253,0
858,266867,0
859,983339,0
860,2226220,0
861,2417730,0
862,1075250,0
863,428168,0
864,1239496,0
865,1512198,0
866,1023530,1
867,2473252,1
868,1258595,0
869,1152907,0
870,1382766,0
871,962536,0
872,2297609,0
873,1132789,1
874,7192,1
875,433713,0
876,803212,1
877,1437668,0
878,1297899,0
879,615066,0
880,808792,0
881,266987,1
882,1949862,0
883,1687281,0
884,2587689,0
885,900294,1
886,687074,0
887,1550730,0
888,2208730,0
889,133676,0
890,488558,1
891,2249918,1
892,1151179,1
893,692952,0
894,679255,0
895,2205542,1
896,1810670,0
897,734177,1
898,773502,0
899,1805660,0
900,1637481,0
901,233647,0
902,1360131,0
903,1763064,0
904,2530604,0
905,2031435,0
906,831221,0
907,121876,0
908,1474606,0
909,2344621,0
910,63023,1
911,682561,0
912,2298538,0
913,1636159,0
914,1077467,0
915,455314,0
916,2510591,0
917,2043784,0
918,267188,0
919,603409,0
920,640209,0
921,2485869,0
922,1569513,0
923,1030465,0
924,673382,0
925,1847504,0
926,2219063,0
927,1886772,0
928,1440885,0
929,1673064,0
930,906476,0
931,1952691,0
932,1945005,0
933,1540605,1
934,411493,0
935,1211418,1
936,1455160,0
937,198152,0
938,489487,0
939,2187474,0
940,1170130,0
941,1071438,0
942,1146420,0
943,1653020,0
944,352117,0
945,1306537,0
946,2508135,1
947,639834,1
948,1397973,0
949,1398222,0
950,1422699,0
951,453020,0
952,2535512,0
953,1516496,0
954,1177133,0
955,1271679,0
956,1048903,0
957,564606,1
958,2029519,1
959,2420713,0
960,512291,1
961,2199443,0
962,2513334,1
963,2556758,0
964,544287,0
965,699835,1
966,51915,0
967,649841,0
968,1517435,0
969,566854,0
970,370075,0
971,1296959,0
972,866781,1
973,1769608,0
974,1260804,0
975,778430,0
976,318301,0
977,1241060,0
978,2004001,1
979,1394663,1
980,1203925,0
981,1098108,1
982,2279567,0
983,1338622,0
984,588352,0
985,1400271,0
986,2568134,0
987,891200,0
988,2615486,0
989,575036,1
990,2098436,0
991,1170489,0
992,960911,0
993,907331,1
994,381649,0
995,1576953,0
996,303065,1
997,349445,1
998,719755,0
999,1528215,0
1000,2399637,0
1001,1478337,1
1002,783144,0
1003,1580527,0
1004,260687,1
1005,1833107,0
1006,423730,0
1007,2426793,1
1008,2240037,0
1009,2436275,0
1010,2447861,0
1011,1681131,0
1012,1180227,1
1013,846564,0
1014,1734586,1
1015,1433687,1
1016,2571741,0
1017,1613533,0
1018,1809148,0
1019,1246693,0
1020,1077182,1
1021,664740,0
1022,1382052,0
1023,1415024,0
1024,669434,1
1025,1098985,0
1026,2030336,0
1027,2543356,0
1028,1333598,0
1029,2318741,0
1030,894330,0
1031,1656130,0
1032,928868,1
1033,834122,0
1034,1250231,0
1035,2057,0
1036,2076505,0
1037,973588,1
1038,2445569,0
1039,2539375,0
1040,465432,1
1041,302913,0
1042,1668366,1
1043,1834079,0
1044,2041128,0
1045,1270526,0
1046,2015919,0
1047,2519249,0
1048,1197344,0
1049,1044403,0
1050,2257261,0
1051,1904648,1
1052,1854900,0
1053,675904,0
1054,2361462,0
1055,1885493,0
1056,1654645,0
1057,2350461,0
1058,1895487,0
1059,494966,0
1060,1548415,1
1061,2596573,1
1062,1730280,0
1063,550836,0
1064,1514430,0
1065,736288,0
1066,2078992,1
1067,875221,0
1068,584177,0
1069,2302259,0
1070,1631072,0
1071,2268762,0
1072,163848,0
1073,1305771,0
1074,1651226,0
1075,1088152,1
1076,1662764,1
1077,1336783,0
1078,1512093,1
1079,939733,1
1080,1654464,0
1081,847615,0
1082,1557254,1
1083,2298884,1
1084,2288496,0
1085,987656,1
1086,1927274,0
1087,1913622,1
1088,428383,0
1089,2181504,0
1090,147092,1
1091,13004,0
1092,162756,0
1093,605803,0
1094,1887120,0
1095,2585427,0
1096,169,0
1097,88280,0
1098,1840900,0
1099,1657840,0
1100,1955958,1
1101,1052289,0
1102,689594,0
1103,266946,0
1104,1220994,0
1105,596227,0
1106,1516983,0
1107,2578436,1
1108,940492,0
1109,2305164,0
1110,315820,0
1111,2216240,0
1112,437980,1
1113,1247322,0
1114,1679745,0
1115,722818,0
1116,241772,0
1117,487039,1
1118,1247862,0
1119,2239775,1
1120,103413,1
1121,741648,0
1122,138718,1
1123,259497,0
1124,2188944,0
1125,1862886,0
1126,1306384,0
1127,1871371,1
1128,2357531,0
1129,2057383,1
1130,2391817,0
1131,2161939,0
1132,40596,0
1133,1461065,0
1134,2586935,1
1135,2530249,1
1136,506476,0
1137,1294133,0
1138,1563167,1
1139,1660267,0
1140,984718,0
1141,1783085,0
1142,884457,1
1143,205438,0
1144,527734,0
1145,1227322,0
1146,1052688,0
1147,1916089,1
1148,1932325,0
1149,2195785,0
1150,198130,1
1151,1412897,0
1152,69538,0
1153,1461701,1
1154,809796,0
1155,725728,0
1156,2553247,0
1157,598252,0
1158,1540072,1
1159,2601377,0
1160,2016552,0
1161,84721,0
1162,603999,0
1163,2397327,0
1164,2167290,0
1165,2428853,0
1166,1588855,0
1167,1879369,0
1168,2089949,1
1169,2140997,0
1170,1743210,0
1171,246390,1
1172,2042897,0
1173,1198411,0
1174,1280028,1
1175,648521,1
1176,1254193,0
1177,591126,0
1178,1157668,1
1179,141788,1
1180,1004864,0
1181,2509503,0
1182,2053984,0
1183,1299899,1
1184,1603948,0
1185,1655768,0
1186,1040684,0
1187,1738593,1
1188,1130075,0
1189,2468622,1
1190,2367275,0
1191,2379827,0
1192,366565,0
1193,776955,0
1194,2624234,0
1195,1084720,0
1196,81912,0
1197,1845777,0
1198,1676093,0
1199,1382160,1
1200,1747338,0
1201,222863,1
1202,354339,0
1203,1985315,0
1204,2031891,1
1205,1923402,0
1206,1996751,1
1207,272951,0
1208,2516225,0
1209,1577210,0
1210,705015,0
1211,892914,1
1212,2300041,0
1213,1681087,0
1214,576085,0
1215,708729,0
1216,924381,0
1217,1786694,1
1218,16709,0
1219,1810939,0
1220,349245,0
1221,1683560,1
1222,732040,0
1223,1154287,0
1224,2025072,0
1225,2533336,0
1226,126705,0
1227,2519570,0
1228,388421,0
1229,1897092,0
1230,1546186,0
1231,2521079,0
1232,2097359,0
1233,114633,1
1234,1825672,0
1235,2538584,0
1236,102792,0
1237,1261457,1
1238,815666,0
1239,2403579,0
1240,1556193,1
1241,651524,0
1242,544956,0
1243,1595108,1
1244,2336951,0
1245,1959273,0
1246,673967,0
1247,2440193,1
1248,965050,0
1249,412933,1
1250,554630,0
1251,357250,1
1252,252791,1
1253,2394335,0
1254,515259,0
1255,736686,1
1256,239781,1
1257,2343076,0
1258,31913,0
1259,2632347,0
1260,1553723,1
1261,1143278,0
1262,1484561,0
1263,134603,0
1264,1839542,0
1265,2204351,1
1266,1268091,0
1267,1607478,1
1268,217706,0
1269,2109649,0
1270,2067444,0
1271,1667404,0
1272,1300582,0
1273,430013,0
1274,1357748,1
1275,886165,0
1276,1345573,0
1277,704917,0
1278,748702,0
1279,1949826,1
1280,1326037,1
1281,704069,0
1282,973443,0
1283,2176923,0
1284,1806079,1
1285,2008526,1
1286,2609538,0
1287,10045,1
1288,912580,0
1289,2390429,1
1290,612657,0
1291,2067070,1
1292,38969,0
1293,267125,1
1294,1676473,0
1295,651774,1
1296,1635009,0
1297,728686,0
1298,2151090,0
1299,184473,0
1300,2595349,1
1301,1680840,0
1302,1781477,0
1303,1794331,0
1304,2520907,1
1305,1651315,0
1306,1199912,0
1307,2508260,0
1308,1999417,0
1309,1925061,1
1310,1951202,0
1311,1636717,0
1312,212846,0
1313,1585971,1
1314,1793847,0
1315,1045221,0
1316,1513014,1
1317,30274,0
1318,264805,0
1319,231841,0
1320,2483991,0
1321,2431382,0
1322,2047646,0
1323,1422561,0
1324,320973,0
1325,450906,1
1326,1936968,1
1327,371560,0
1328,668194,1
1329,651424,0
1330,1029760,0
1331,493478,1
1332,618847,0
1333,273414,1
1334,2606404,0
1335,305018,0
1336,713909,1
1337,2463811,1
1338,956297,0
1339,2121920,0
1340,109822,1
1341,665291,0
1342,2535359,0
1343,1406872,0
1344,928744,0
1345,539037,0
1346,29046,0
1347,2486486,1
1348,1899301,0
1349,2396197,0
1350,2497812,0
1351,169637,0
1352,2006742,1
1353,224933,0
1354,827373,0
1355,175592,1
1356,1450883,0
1357,1925106,1
1358,368548,1
1359,46661,0
1360,553475,0
1361,1209662,0
1362,678815,1
1363,2437983,0
1364,434462,1
1365,982025,0
1366,1237196,0
1367,1710966,1
1368,1690104,0
1369,1478381,0
1370,664105,0
1371,1099093,1
1372,38272,1
1373,1024961,0
1374,1394704,0
1375,221318,0
1376,2247813,0
1377,500048,0
1378,1858717,0
1379,2004246,0
1380,45596,1
1381,2487630,1
1382,757170,0
1383,619054,0
1384,1523366,0
1385,204273,0
1386,2233542,0
1387,35784,0
1388,162562,0
1389,235688,0
1390,2278254,1
1391,1891660,0
1392,2326273,0
1393,2184923,1
1394,2226919,0
1395,1747762,1
1396,402936,1
1397,1064431,1
1398,193235,1
1399,1343237,0
1400,872671,0
1401,2247161,1
1402,153539,0
1403,1585515,0
1404,1079323,0
1405,313062,1
1406,1729031,0
1407,2095369,1
1408,214501,0
1409,840070,1
1410,1734679,1
1411,895551,0
1412,1185525,1
1413,2175215,1
1414,2083215,1
1415,476175,1
1416,2474837,0
1417,1426396,1
1418,2003622,1
1419,1789551,0
1420,910032,0
1421,2274374,1
1422,814089,1
1423,2179550,0
1424,1786956,1
1425,1757621,0
1426,882475,0
1427,2284862,0
1428,11866,0
1429,1073670,0
1430,920946,0
1431,2167064,1
1432,1240731,0
1433,658777,0
1434,310841,1
1435,875612,0
1436,1424662,0
1437,903579,0
1438,1329905,1
1439,1059977,0
1440,1813821,0
1441,522710,0
1442,2568959,0
1443,2244450,1
1444,33484,0
1445,1092998,0
1446,570222,0
1447,1396299,0
1448,603339,0
1449,2551054,0
1450,1380302,0
1451,482951,0
1452,1392376,1
1453,2132033,1
1454,2262525,0
1455,711774,1
1456,785657,0
1457,2297215,1
1458,539868,0
1459,761580,0
1460,1010287,1
1461,2226197,0
1462,780937,1
1463,515543,0
1464,1458835,0
1465,2531844,0
1466,1423440,0
1467,2484715,0
1468,1885787,0
1469,1388168,1
1470,1085673,1
1471,2278075,0
1472,1783707,1
1473,1440211,1
1474,349055,0
1475,578848,0
1476,951806,0
1477,94263,0
1478,362534,0
1479,2518529,0
1480,529545,0
1481,1926832,0
1482,2644434,1
1483,148606,0
1484,1756469,0
1485,2481781,1
1486,451937,0
1487,2134002,0
1488,347940,0
1489,2314043,0
1490,2277673,0
1491,2126390,1
1492,938168,0
1493,1781445,0
1494,1291828,0
1495,2648878,1
1496,2151416,1
1497,2331088,1
1498,2498778,0
1499,435325,0
1500,2269844,0
1501,1566804,0
1502,1895871,0
1503,530358,0
1504,470248,0
1505,770860,0
1506,2370719,0
1507,442572,0
1508,1774314,0
1509,523890,0
1510,2313965,0
1511,2624655,1
1512,250678,0
1513,2220099,0
1514,1029802,0
1515,1841190,0
1516,27434,0
1517,2209618,0
1518,727125,1
1519,1181707,0
1520,607492,1
1521,682803,0
1522,67947,1
1523,2109653,1
1524,1278811,0
1525,1560259,1
1526,1998812,0
1527,2219981,1
1528,1797772,0
1529,2180034,1
1530,2391116,0
1531,472558,1
1532,517710,1
1533,59517,1
1534,26368,1
1535,562810,1
1536,2397071,0
1537,297929,0
1538,1742893,1
1539,2302601,1
1540,1118319,0
1541,613603,0
1542,643934,1
1543,2263520,1
1544,1317511,1
1545,1155308,1
1546,2360040,0
1547,228909,1
1548,1904729,0
1549,440927,0
1550,1336925,0
1551,475365,1
1552,1428628,0
1553,2085560,0
1554,2533261,0
1555,1650902,1
1556,1979788,0
1557,1190294,0
1558,1153815,1
1559,2309482,0
1560,1059038,0
1561,1935942,1
1562,51530,0
1563,1369093,0
1564,2379776,0
1565,1953635,0
1566,609829,0
1567,1745602,0
1568,18721,0
1569,1824009,0
1570,699997,0
1571,193122,0
1572,615918,1
1573,1794820,0
1574,1649154,0
1575,1359863,0
1576,1693002,0
1577,825474,1
1578,1225059,0
1579,161313,0
1580,157121,0
1581,383628,1
1582,1753993,0
1583,2489466,1
1584,231403,1
1585,1515628,0
1586,651335,0
1587,1335259,1
1588,2493351,1
1589,1220482,0
1590,2503691,0
1591,2267897,0
1592,178800,0
1593,314105,0
1594,326121,0
1595,808604,0
1596,1513960,1
1597,901211,0
1598,42930,0
1599,1906868,0
1600,2586172,1
1601,885563,0
1602,36828,0
1603,2465895,1
1604,1335502,0
1605,510020,0
1606,1631065,0
1607,437371,0
1608,2020296,0
1609,955393,1
1610,961239,0
1611,1340109,0
1612,505418,0
1613,518639,0
1614,111878,1
1615,308185,1
1616,293669,0
1617,321794,0
1618,1386765,0
1619,210253,0
1620,1841970,0
1621,2408145,0
1622,1457683,1
1623,2454243,0
1624,1894285,1
1625,236456,0
1626,2005498,0
1627,879747,1
1628,152912,0
1629,2480412,0
1630,2161800,0
1631,228896,0
1632,1176234,1
1633,735850,0
1634,57565,0
1635,1094918,0
1636,287450,1
1637,2165875,0
1638,1479984,0
1639,197818,1
1640,1619531,0
1641,502697,0
1642,2271755,0
1643,957286,0
1644,2438486,0
1645,239069,0
1646,135432,1
1647,686638,0
1648,1997031,0
1649,2616365,0
1650,427224,0
1651,23657,0
1652,2068259,0
1653,1446574,1
1654,1939829,1
1655,201389,0
1656,2518662,0
1657,830228,0
1658,969937,0
1659,2477459,0
1660,1194275,0
1661,2252101,0
1662,1088303,0
1663,2301213,0
1664,2012492,0
1665,61064,1
1666,391167,0
1667,375068,0
1668,1614834,1
1669,1100816,0
1670,723214,0
1671,1843562,1
1672,1891984,0
1673,1722177,1
1674,1910212,0
1675,666387,0
1676,1159766,0
1677,1769869,1
1678,919719,0
1679,2571075,0
1680,541549,0
1681,1182377,0
1682,1235184,0
1683,1529557,0
1684,70796,1
1685,2014346,0
1686,743686,0
1687,2552810,0
1688,1529289,0
1689,1303535,1
1690,1135904,0
1691,1893883,0
1692,227075,1
1693,1036138,0
1694,2604453,0
1695,495723,0
1696,2143444,0
1697,2239886,1
1698,426460,0
1699,1896861,0
1700,727272,0
1701,489009,0
1702,1932315,0
1703,763737,1
1704,2518928,0
1705,407311,0
1706,1928367,0
1707,913331,0
1708,2582425,0
1709,2352892,1
1710,202667,0
1711,2448553,0
1712,1986748,0
1713,478154,0
1714,1390768,0
1715,933392,0
1716,1853012,1
1717,842082,1
1718,1787002,1
1719,1497891,0
1720,2357222,0
1721,2479135,0
1722,1389124,1
1723,1148520,0
1724,1342328,0
1725,543225,0
1726,7169,1
1727,131184,0
1728,786397,1
1729,597951,0
1730,601739,0
1731,2584548,0
1732,2146615,1
1733,2623835,1
1734,2052767,0
1735,1166011,1
1736,182026,0
1737,1796072,0
1738,1858921,0
1739,926434,1
1740,7613,0
