,itemId,count,popClass
2583,2583,33,0
1191,1191,33,0
16520,16520,33,0
15821,15821,33,0
2467,2467,33,0
7915,7915,33,0
277,277,33,0
2355,2355,33,0
13409,13409,33,0
267,267,33,0
14399,14399,33,0
5752,5752,33,0
16344,16344,33,0
10776,10776,33,0
715,715,33,0
4285,4285,33,0
12390,12390,33,0
15382,15382,33,0
11098,11098,33,0
1527,1527,32,0
530,530,32,0
12523,12523,32,0
1149,1149,32,0
935,935,32,0
2230,2230,32,0
1669,1669,32,0
3240,3240,32,0
1957,1957,32,0
6653,6653,32,0
4197,4197,32,0
44,44,32,0
5487,5487,32,0
13110,13110,32,0
2226,2226,32,0
1400,1400,32,0
505,505,32,0
1179,1179,32,0
2480,2480,32,0
8297,8297,32,0
971,971,32,0
4604,4604,32,0
1909,1909,32,0
1774,1774,31,0
1780,1780,31,0
98,98,31,0
14268,14268,31,0
8272,8272,31,0
13364,13364,31,0
1136,1136,31,0
4805,4805,31,0
6167,6167,31,0
837,837,31,0
9026,9026,31,0
1604,1604,31,0
7142,7142,31,0
10087,10087,31,0
4693,4693,31,0
9624,9624,31,0
5298,5298,31,0
4834,4834,31,0
5879,5879,31,0
1062,1062,31,0
4050,4050,31,0
1197,1197,31,0
16558,16558,31,0
3088,3088,31,0
2865,2865,31,0
1766,1766,31,0
1110,1110,31,0
2637,2637,31,0
29,29,31,0
642,642,31,0
16274,16274,31,0
11812,11812,31,0
2351,2351,31,0
15677,15677,31,0
12312,12312,31,0
5873,5873,31,0
5919,5919,31,0
10484,10484,31,0
6809,6809,31,0
6231,6231,31,0
11246,11246,31,0
1041,1041,31,0
7579,7579,31,0
2365,2365,31,0
1929,1929,31,0
1240,1240,31,0
3007,3007,31,0
2225,2225,31,0
1563,1563,31,0
1026,1026,30,0
938,938,30,0
13053,13053,30,0
10905,10905,30,0
12469,12469,30,0
838,838,30,0
8861,8861,30,0
10304,10304,30,0
828,828,30,0
211,211,30,0
1888,1888,30,0
5243,5243,30,0
4695,4695,30,0
5506,5506,30,0
2759,2759,30,0
16524,16524,30,0
132,132,30,0
13194,13194,30,0
3866,3866,30,0
3812,3812,30,0
2219,2219,30,0
2000,2000,30,0
1521,1521,30,0
4774,4774,30,0
6781,6781,30,0
5588,5588,30,0
16018,16018,30,0
488,488,30,0
1930,1930,30,0
5977,5977,30,0
6799,6799,30,0
7133,7133,30,0
760,760,30,0
2900,2900,30,0
7200,7200,30,0
4318,4318,30,0
922,922,30,0
15484,15484,30,0
6971,6971,30,0
7898,7898,30,0
2159,2159,30,0
13949,13949,30,0
12637,12637,30,0
15699,15699,30,0
677,677,30,0
442,442,30,0
2178,2178,30,0
14589,14589,30,0
2531,2531,29,0
3016,3016,29,0
881,881,29,0
5489,5489,29,0
15871,15871,29,0
1112,1112,29,0
495,495,29,0
1828,1828,29,0
1372,1372,29,0
3601,3601,29,0
8754,8754,29,0
9968,9968,29,0
6383,6383,29,0
13576,13576,29,0
5716,5716,29,0
1261,1261,29,0
4586,4586,29,0
1196,1196,29,0
5721,5721,29,0
16700,16700,29,0
11105,11105,29,0
444,444,29,0
4958,4958,29,0
7876,7876,29,0
11371,11371,29,0
5899,5899,29,0
1662,1662,29,0
11331,11331,29,0
14181,14181,29,0
14657,14657,29,0
2628,2628,29,0
10632,10632,29,0
204,204,29,0
12880,12880,29,0
1479,1479,29,0
1737,1737,29,0
11978,11978,29,0
2461,2461,29,0
1434,1434,29,0
4435,4435,29,0
972,972,29,0
15093,15093,29,0
2391,2391,29,0
1100,1100,29,0
2261,2261,29,0
1544,1544,29,0
10065,10065,29,0
1580,1580,29,0
3133,3133,29,0
11888,11888,29,0
4503,4503,29,0
15787,15787,29,0
4479,4479,29,0
10555,10555,29,0
9612,9612,28,0
14202,14202,28,0
4970,4970,28,0
8953,8953,28,0
2448,2448,28,0
16601,16601,28,0
15890,15890,28,0
1091,1091,28,0
2815,2815,28,0
9794,9794,28,0
14608,14608,28,0
5738,5738,28,0
148,148,28,0
6424,6424,28,0
2902,2902,28,0
1048,1048,28,0
4613,4613,28,0
6416,6416,28,0
7075,7075,28,0
1186,1186,28,0
16202,16202,28,0
4498,4498,28,0
4728,4728,28,0
11156,11156,28,0
2500,2500,28,0
6499,6499,28,0
2156,2156,28,0
1555,1555,28,0
10204,10204,28,0
66,66,28,0
328,328,28,0
1430,1430,28,0
169,169,28,0
5336,5336,28,0
45,45,28,0
16492,16492,28,0
11216,11216,28,0
4572,4572,28,0
13498,13498,28,0
1926,1926,28,0
6179,6179,28,0
15585,15585,28,0
3782,3782,28,0
1668,1668,28,0
1876,1876,28,0
2578,2578,28,0
13323,13323,28,0
7962,7962,28,0
14285,14285,27,0
4518,4518,27,0
3372,3372,27,0
252,252,27,0
1519,1519,27,0
446,446,27,0
2220,2220,27,0
1187,1187,27,0
266,266,27,0
10469,10469,27,0
10233,10233,27,0
15649,15649,27,0
13055,13055,27,0
4132,4132,27,0
11701,11701,27,0
4095,4095,27,0
1478,1478,27,0
10349,10349,27,0
2546,2546,27,0
2998,2998,27,0
1246,1246,27,0
4181,4181,27,0
12575,12575,27,0
2983,2983,27,0
11166,11166,27,0
2002,2002,27,0
4854,4854,27,0
6204,6204,27,0
6826,6826,27,0
5720,5720,27,0
1977,1977,27,0
5278,5278,27,0
2594,2594,27,0
5608,5608,27,0
11004,11004,27,0
9998,9998,27,0
1878,1878,27,0
1681,1681,27,0
2331,2331,27,0
6352,6352,27,0
8712,8712,27,0
1344,1344,27,0
6617,6617,27,0
3633,3633,27,0
8955,8955,27,0
1147,1147,27,0
2769,2769,27,0
2291,2291,27,0
9025,9025,27,0
6127,6127,27,0
830,830,27,0
832,832,27,0
1380,1380,27,0
6041,6041,27,0
3187,3187,27,0
7076,7076,27,0
1788,1788,27,0
14786,14786,27,0
8237,8237,27,0
16154,16154,27,0
9766,9766,27,0
4450,4450,27,0
1785,1785,27,0
8906,8906,27,0
4280,4280,27,0
284,284,27,0
3428,3428,27,0
1408,1408,27,0
5401,5401,27,0
97,97,27,0
3221,3221,27,0
5809,5809,26,0
1049,1049,26,0
14556,14556,26,0
16081,16081,26,0
3025,3025,26,0
3213,3213,26,0
9764,9764,26,0
4823,4823,26,0
1193,1193,26,0
14618,14618,26,0
1671,1671,26,0
1160,1160,26,0
2895,2895,26,0
16497,16497,26,0
10180,10180,26,0
4880,4880,26,0
2901,2901,26,0
3064,3064,26,0
14501,14501,26,0
9835,9835,26,0
3293,3293,26,0
4444,4444,26,0
4817,4817,26,0
1617,1617,26,0
9969,9969,26,0
11343,11343,26,0
476,476,26,0
3294,3294,26,0
3830,3830,26,0
5109,5109,26,0
77,77,26,0
1562,1562,26,0
2709,2709,26,0
3896,3896,26,0
13301,13301,26,0
4229,4229,26,0
3907,3907,26,0
1440,1440,26,0
2593,2593,26,0
8907,8907,26,0
264,264,26,0
469,469,26,0
12134,12134,26,0
1980,1980,26,0
896,896,26,0
15868,15868,26,0
3972,3972,26,0
15760,15760,26,0
8366,8366,26,0
4632,4632,26,0
15225,15225,26,0
4282,4282,26,0
1920,1920,26,0
8415,8415,26,0
3677,3677,26,0
1,1,26,0
14057,14057,26,0
10921,10921,26,0
15266,15266,26,0
758,758,26,0
2299,2299,26,0
8598,8598,26,0
1529,1529,26,0
6087,6087,26,0
4291,4291,26,0
1460,1460,26,0
6761,6761,26,0
10648,10648,26,0
5620,5620,26,0
1761,1761,26,0
9417,9417,26,0
7647,7647,26,0
2124,2124,26,0
2096,2096,26,0
15521,15521,26,0
12765,12765,26,0
11606,11606,26,0
448,448,26,0
2620,2620,26,0
2146,2146,26,0
2829,2829,26,0
461,461,26,0
7426,7426,26,0
11211,11211,26,0
4148,4148,26,0
16078,16078,25,0
752,752,25,0
15179,15179,25,0
1225,1225,25,0
280,280,25,0
1165,1165,25,0
4697,4697,25,0
10351,10351,25,0
7466,7466,25,0
3767,3767,25,0
7402,7402,25,0
6572,6572,25,0
1161,1161,25,0
2742,2742,25,0
4248,4248,25,0
3783,3783,25,0
3959,3959,25,0
737,737,25,0
3100,3100,25,0
3885,3885,25,0
11158,11158,25,0
14422,14422,25,0
15702,15702,25,0
16037,16037,25,0
4002,4002,25,0
10444,10444,25,0
1272,1272,25,0
4839,4839,25,0
2215,2215,25,0
1459,1459,25,0
15352,15352,25,0
10152,10152,25,0
5252,5252,25,0
7734,7734,25,0
1520,1520,25,0
7348,7348,25,0
3854,3854,25,0
13322,13322,25,0
11147,11147,25,0
11040,11040,25,0
2032,2032,25,0
10495,10495,25,0
2207,2207,25,0
1619,1619,25,0
8330,8330,25,0
1706,1706,25,0
1577,1577,25,0
1081,1081,25,0
1712,1712,25,0
1575,1575,25,0
1803,1803,25,0
4781,4781,25,0
950,950,25,0
12206,12206,25,0
11588,11588,25,0
9878,9878,25,0
9893,9893,25,0
2379,2379,25,0
6932,6932,25,0
158,158,25,0
14918,14918,25,0
5598,5598,25,0
16388,16388,25,0
2848,2848,25,0
142,142,25,0
14672,14672,25,0
9579,9579,25,0
246,246,25,0
14182,14182,25,0
3323,3323,25,0
14176,14176,25,0
1759,1759,25,0
9228,9228,25,0
2893,2893,25,0
14171,14171,25,0
5611,5611,25,0
254,254,25,0
989,989,25,0
3404,3404,25,0
1707,1707,25,0
14365,14365,25,0
12383,12383,25,0
4913,4913,25,0
8531,8531,25,0
4313,4313,25,0
15103,15103,25,0
9967,9967,25,0
3612,3612,25,0
8705,8705,25,0
6138,6138,25,0
4326,4326,25,0
12470,12470,25,0
1556,1556,25,0
3188,3188,25,0
6014,6014,25,0
3573,3573,25,0
5773,5773,25,0
8381,8381,25,0
16868,16868,25,0
16198,16198,25,0
6360,6360,25,0
6968,6968,25,0
2533,2533,25,0
2282,2282,25,0
14261,14261,24,0
4777,4777,24,0
307,307,24,0
238,238,24,0
4579,4579,24,0
1471,1471,24,0
13862,13862,24,0
11002,11002,24,0
14164,14164,24,0
10470,10470,24,0
6168,6168,24,0
6104,6104,24,0
10546,10546,24,0
10543,10543,24,0
2589,2589,24,0
11796,11796,24,0
221,221,24,0
1442,1442,24,0
11109,11109,24,0
1379,1379,24,0
13784,13784,24,0
14122,14122,24,0
2609,2609,24,0
1579,1579,24,0
2793,2793,24,0
2767,2767,24,0
4663,4663,24,0
2657,2657,24,0
3018,3018,24,0
861,861,24,0
3561,3561,24,0
2357,2357,24,0
13534,13534,24,0
5486,5486,24,0
3500,3500,24,0
468,468,24,0
16807,16807,24,0
12121,12121,24,0
5070,5070,24,0
12099,12099,24,0
14818,14818,24,0
6855,6855,24,0
979,979,24,0
9278,9278,24,0
3380,3380,24,0
14732,14732,24,0
13640,13640,24,0
5615,5615,24,0
443,443,24,0
15930,15930,24,0
14646,14646,24,0
9761,9761,24,0
1085,1085,24,0
15865,15865,24,0
2298,2298,24,0
1095,1095,24,0
2290,2290,24,0
15633,15633,24,0
7416,7416,24,0
2094,2094,24,0
2021,2021,24,0
7267,7267,24,0
7953,7953,24,0
706,706,24,0
8026,8026,24,0
3879,3879,24,0
1950,1950,24,0
2229,2229,24,0
8247,8247,24,0
15253,15253,24,0
5400,5400,24,0
12537,12537,24,0
3762,3762,24,0
12520,12520,24,0
3716,3716,24,0
7053,7053,24,0
8418,8418,24,0
8462,8462,24,0
8464,8464,24,0
509,509,24,0
2470,2470,24,0
6964,6964,24,0
4484,4484,24,0
3191,3191,24,0
1116,1116,24,0
3212,3212,24,0
10183,10183,24,0
172,172,24,0
1134,1134,24,0
5815,5815,24,0
1226,1226,24,0
5854,5854,24,0
10055,10055,24,0
11838,11838,24,0
3062,3062,24,0
1198,1198,24,0
1234,1234,24,0
3051,3051,24,0
3115,3115,24,0
9927,9927,24,0
3083,3083,24,0
1221,1221,24,0
1106,1106,24,0
14504,14504,24,0
12484,12484,23,0
4526,4526,23,0
15118,15118,23,0
4527,4527,23,0
1545,1545,23,0
12477,12477,23,0
2606,2606,23,0
1038,1038,23,0
15838,15838,23,0
12459,12459,23,0
1182,1182,23,0
3760,3760,23,0
15097,15097,23,0
10474,10474,23,0
3673,3673,23,0
4307,4307,23,0
15066,15066,23,0
14067,14067,23,0
189,189,23,0
1880,1880,23,0
6494,6494,23,0
4869,4869,23,0
11885,11885,23,0
13490,13490,23,0
3749,3749,23,0
792,792,23,0
668,668,23,0
15804,15804,23,0
2194,2194,23,0
2997,2997,23,0
716,716,23,0
718,718,23,0
15351,15351,23,0
6521,6521,23,0
13972,13972,23,0
13321,13321,23,0
15328,15328,23,0
550,550,23,0
13326,13326,23,0
1645,1645,23,0
2725,2725,23,0
13333,13333,23,0
26,26,23,0
8224,8224,23,0
5398,5398,23,0
8236,8236,23,0
1650,1650,23,0
776,776,23,0
780,780,23,0
7836,7836,23,0
8302,8302,23,0
1918,1918,23,0
12342,12342,23,0
10977,10977,23,0
2498,2498,23,0
10909,10909,23,0
5265,5265,23,0
10907,10907,23,0
582,582,23,0
1278,1278,23,0
5926,5926,23,0
6848,6848,23,0
12335,12335,23,0
7702,7702,23,0
14737,14737,23,0
1611,1611,23,0
3365,3365,23,0
14721,14721,23,0
5629,5629,23,0
2030,2030,23,0
310,310,23,0
208,208,23,0
641,641,23,0
2872,2872,23,0
16658,16658,23,0
6437,6437,23,0
4084,4084,23,0
15665,15665,23,0
4158,4158,23,0
147,147,23,0
2898,2898,23,0
11954,11954,23,0
14236,14236,23,0
4931,4931,23,0
4421,4421,23,0
9174,9174,23,0
1778,1778,23,0
12085,12085,23,0
10066,10066,23,0
4509,4509,23,0
14457,14457,23,0
1837,1837,23,0
1359,1359,23,0
14458,14458,23,0
920,920,23,0
3514,3514,23,0
14092,14092,23,0
5550,5550,23,0
648,648,23,0
4018,4018,23,0
12805,12805,23,0
7248,7248,23,0
6214,6214,23,0
5207,5207,23,0
3468,3468,23,0
2485,2485,23,0
2482,2482,23,0
13595,13595,23,0
9038,9038,23,0
16294,16294,22,0
13058,13058,22,0
11,11,22,0
12606,12606,22,0
13279,13279,22,0
5262,5262,22,0
1993,1993,22,0
5937,5937,22,0
5270,5270,22,0
2009,2009,22,0
13236,13236,22,0
11367,11367,22,0
303,303,22,0
12634,12634,22,0
2118,2118,22,0
